,Code APE (Aurore),Code APE (Safir),Code safir num,Type de structure,Agence,Territoire,Direction Régionale,Rue,Code Postal,Ville,Nombre de demandeurs d'emploi (DEFM A),Taille moyenne des portefeuille renforcés,Taille moyenne des portefeuille guidés,Taille moyenne des portefeuille suivis,Taux de satisfaction des demandeurs d'emploi_Score APE,Nombre de retours à l’emploi sur 12 mois,Taux de premiers paiements dans les délais,latitude,longitude,result_label,result_score,result_type,result_id,result_housenumber,result_name,result_street,result_postcode,result_city,result_context,result_citycode,result_oldcitycode,result_oldcity,result_district
41,ARA0148,69272,69272,APE,BRON,RHONE,AUVERGNE-RHONE-ALPES,3 AVENUE DU 8 MAI 1945,69675,BRON ,3102,97,224,363,0.719,4140,0.93,45.730242,4.917211,3 Avenue du 8 Mai 1945 69500 Bron,0.75,housenumber,69029_0890_00003,3,Avenue du 8 Mai 1945,,69500,Bron,"69, Rhône, Auvergne-Rhône-Alpes",69029,,,
42,ARA0150,69313,69313,APE,LYON ALBERT THOMAS,RHONE,AUVERGNE-RHONE-ALPES,68 COURS ALBERT THOMAS,69373,LYON  ,4666,108,177,333,0.67,6952,0.933,45.746534,4.867971,68 Cours Albert Thomas 69008 Lyon,0.75,housenumber,69388_0120_00068,68,Cours Albert Thomas,,69008,Lyon,"69, Rhône, Auvergne-Rhône-Alpes",69388,,,Lyon 8e Arrondissement
43,ARA0152,69065,69065,APE,VILLEFRANCHE SUR SAONE,RHONE,AUVERGNE-RHONE-ALPES,588 BOULEVARD ALBERT CAMUS,69665,VILLEFRANCHE S SAONE ,4777,75,175,381,0.813,7036,0.941,45.979845,4.728453,588 Boulevard Albert Camus 69400 Villefranche-sur-Saône,0.77,housenumber,69264_0021_00588,588,Boulevard Albert Camus,,69400,Villefranche-sur-Saône,"69, Rhône, Auvergne-Rhône-Alpes",69264,,,
44,ARA0154,69073,69073,APE,TARARE,RHONE,AUVERGNE-RHONE-ALPES,9 RUE ROSSET,69171,TARARE ,3365,78,178,389,0.75,5120,0.949,45.894399,4.435528,9 Rue Rosset 69170 Tarare,0.75,housenumber,69243_1270_00009,9,Rue Rosset,,69170,Tarare,"69, Rhône, Auvergne-Rhône-Alpes",69243,,,
45,ARA0157,69096,69096,APE,GIVORS,RHONE,AUVERGNE-RHONE-ALPES,18 RUE JACQUES PREVERT,69701,GIVORS ,3087,58,132,409,0.782,3916,0.932,46.169633,-1.194091,18 Rue Jacques Prevert 17000 La Rochelle,0.65,housenumber,17300_6682_00018,18,Rue Jacques Prevert,,17000,La Rochelle,"17, Charente-Maritime, Nouvelle-Aquitaine",17300,,,
46,ARA0158,69106,69106,APE,RILLIEUX LA PAPE,RHONE,AUVERGNE-RHONE-ALPES,109 RUE DES MERCIERES,69140,RILLIEUX LA PAPE,2162,67,162,247,0.756,2964,0.96,45.815132,4.883871,109 Rue des Mercières 69140 Rillieux-la-Pape,0.89,housenumber,69286_0515_00109,109,Rue des Mercières,,69140,Rillieux-la-Pape,"69, Rhône, Auvergne-Rhône-Alpes",69286,,,
47,ARA0159,69109,69109,APE,CALUIRE ET CUIRE,RHONE,AUVERGNE-RHONE-ALPES,9 CHEMIN DES PETITES BROSSES,69643,CALUIRE ET CUIRE ,1876,92,196,492,0.786,2551,0.964,45.796525,4.854651,9 Chemin des Petites Brosses 69300 Caluire-et-Cuire,0.83,housenumber,69034_1590_00009,9,Chemin des Petites Brosses,,69300,Caluire-et-Cuire,"69, Rhône, Auvergne-Rhône-Alpes",69034,,,
48,ARA0160,69114,69114,APE,SAINT PRIEST,RHONE,AUVERGNE-RHONE-ALPES,"100, AVENUE ARISTIDE BRIAND",69800,ST PRIEST ,4258,122,138,496,0.735,5952,0.947,45.696822,4.92582,100 Rue Aristide Briand 69800 Saint-Priest,0.67,housenumber,69290_0090_00100,100,Rue Aristide Briand,,69800,Saint-Priest,"69, Rhône, Auvergne-Rhône-Alpes",69290,,,
49,ARA0161,69122,69122,APE,VAULX EN VELIN,RHONE,AUVERGNE-RHONE-ALPES,1 BIS AV SALVADOR ALLENDE,69515,VAULX EN VELIN ,3944,72,148,232,0.724,4701,0.915,45.781122,4.918988,1bis Avenue Salvador Allende 69120 Vaulx-en-Velin,0.67,housenumber,69256_0942_00001_bis,1bis,Avenue Salvador Allende,,69120,Vaulx-en-Velin,"69, Rhône, Auvergne-Rhône-Alpes",69256,,,
50,ARA0162,69130,69130,APE,VENISSIEUX,RHONE,AUVERGNE-RHONE-ALPES,27 AVENUE DE LA REPUBLIQUE,69200,VENISSIEUX,5517,143,153,373,0.728,6276,0.91,45.707585,4.867855,27 Avenue de la République 69200 Vénissieux,0.89,housenumber,69259_1480_00027,27,Avenue de la République,,69200,Vénissieux,"69, Rhône, Auvergne-Rhône-Alpes",69259,,,
51,ARA0163,69153,69153,APE,OULLINS,RHONE,AUVERGNE-RHONE-ALPES,18 GRANDE RUE,69923,OULLINS,6045,100,173,370,0.715,8565,0.934,45.71364,4.805406,Grande Rue 69600 Oullins,0.6,street,69149_0510,,Grande Rue,,69600,Oullins,"69, Rhône, Auvergne-Rhône-Alpes",69149,,,
52,ARA0164,69176,69176,APE,MEYZIEU,RHONE,AUVERGNE-RHONE-ALPES,20 RUE DE LA REPUBLIQUE,69330,MEYZIEU,3452,169,233,297,0.762,4989,0.916,45.766711,4.996934,20 Rue de la République 69330 Meyzieu,0.88,housenumber,69282_1110_00020,20,Rue de la République,,69330,Meyzieu,"69, Rhône, Auvergne-Rhône-Alpes",69282,,,
